,Date,Close
0,1999-06-30,57.66666793823242
1,1999-07-01,57.29166793823242
2,1999-07-02,56.70833206176758
3,1999-07-06,57.375
4,1999-07-07,56.41666793823242
5,1999-07-08,57.0
6,1999-07-09,56.79166793823242
7,1999-07-12,56.08333206176758
8,1999-07-13,55.20833206176758
9,1999-07-14,54.5
10,1999-07-15,54.75
11,1999-07-16,54.54166793823242
12,1999-07-19,54.75
13,1999-07-20,53.91666793823242
14,1999-07-21,54.20833206176758
15,1999-07-22,55.54166793823242
16,1999-07-23,54.375
17,1999-07-26,55.25
18,1999-07-27,55.83333206176758
19,1999-07-28,55.29166793823242
20,1999-07-29,53.5
21,1999-07-30,51.375
22,1999-08-02,52.16666793823242
23,1999-08-03,52.54166793823242
24,1999-08-04,52.29166793823242
25,1999-08-05,52.41666793823242
26,1999-08-06,50.5
27,1999-08-09,50.41666793823242
28,1999-08-10,49.54166793823242
29,1999-08-11,51.29166793823242
30,1999-08-12,50.45833206176758
31,1999-08-13,52.75
32,1999-08-16,53.5
33,1999-08-17,55.33333206176758
34,1999-08-18,56.66666793823242
35,1999-08-19,54.95833206176758
36,1999-08-20,55.83333206176758
37,1999-08-23,57.125
38,1999-08-24,57.70833206176758
39,1999-08-25,57.0
40,1999-08-26,56.0
41,1999-08-27,55.41666793823242
42,1999-08-30,54.29166793823242
43,1999-08-31,55.79166793823242
44,1999-09-01,55.14583206176758
45,1999-09-02,53.83333206176758
46,1999-09-03,56.66666793823242
47,1999-09-07,54.25
48,1999-09-08,54.5
49,1999-09-09,51.66666793823242
50,1999-09-10,51.625
51,1999-09-13,51.79166793823242
52,1999-09-14,51.58333206176758
53,1999-09-15,51.625
54,1999-09-16,52.0
55,1999-09-17,51.70833206176758
56,1999-09-20,52.29166793823242
57,1999-09-21,50.625
58,1999-09-22,50.91666793823242
59,1999-09-23,50.16666793823242
60,1999-09-24,50.25
61,1999-09-27,49.41666793823242
62,1999-09-28,49.20833206176758
63,1999-09-29,48.66666793823242
64,1999-09-30,50.25
65,1999-10-01,49.375
66,1999-10-04,51.54166793823242
67,1999-10-05,50.41666793823242
68,1999-10-06,50.625
69,1999-10-07,49.70833206176758
70,1999-10-08,50.375
71,1999-10-11,49.20833206176758
72,1999-10-12,48.83333206176758
73,1999-10-13,47.45833206176758
74,1999-10-14,47.29166793823242
75,1999-10-15,44.33333206176758
76,1999-10-18,45.54166793823242
77,1999-10-19,47.41666793823242
78,1999-10-20,50.54166793823242
79,1999-10-21,51.75
80,1999-10-22,53.75
81,1999-10-25,51.95833206176758
82,1999-10-26,51.875
83,1999-10-27,55.16666793823242
84,1999-10-28,59.04166793823242
85,1999-10-29,58.16666793823242
86,1999-11-01,55.70833206176758
87,1999-11-02,55.79166793823242
88,1999-11-03,54.95833206176758
89,1999-11-04,56.08333206176758
90,1999-11-05,57.5
91,1999-11-08,56.25
92,1999-11-09,55.375
93,1999-11-10,53.70833206176758
94,1999-11-11,54.08333206176758
95,1999-11-12,56.66666793823242
96,1999-11-15,55.04166793823242
97,1999-11-16,57.33333206176758
98,1999-11-17,54.58333206176758
99,1999-11-18,55.58333206176758
100,1999-11-19,55.33333206176758
101,1999-11-22,54.58333206176758
102,1999-11-23,53.29166793823242
103,1999-11-24,53.04166793823242
104,1999-11-26,52.70833206176758
105,1999-11-29,51.29166793823242
106,1999-11-30,51.5
107,1999-12-01,51.59375
108,1999-12-02,52.70833206176758
109,1999-12-03,54.66666793823242
110,1999-12-06,52.58333206176758
111,1999-12-07,52.41666793823242
112,1999-12-08,51.8125
113,1999-12-09,51.91666793823242
114,1999-12-10,52.625
115,1999-12-13,52.35416793823242
116,1999-12-14,51.04166793823242
117,1999-12-15,50.33333206176758
118,1999-12-16,50.0
119,1999-12-17,48.5
120,1999-12-20,48.16666793823242
121,1999-12-21,50.0
122,1999-12-22,49.91666793823242
123,1999-12-23,51.66666793823242
124,1999-12-27,51.0
125,1999-12-28,50.95833206176758
126,1999-12-29,51.70833206176758
127,1999-12-30,52.04166793823242
128,1999-12-31,51.79166793823242
129,2000-01-03,48.58333206176758
130,2000-01-04,47.25
131,2000-01-05,46.95833206176758
132,2000-01-06,47.625
133,2000-01-07,48.5
134,2000-01-10,47.66666793823242
135,2000-01-11,46.54166793823242
136,2000-01-12,46.83333206176758
137,2000-01-13,47.54166793823242
138,2000-01-14,49.25
139,2000-01-18,47.33333206176758
140,2000-01-19,49.41666793823242
141,2000-01-20,49.375
142,2000-01-21,48.625
143,2000-01-24,48.66666793823242
144,2000-01-25,49.75
145,2000-01-26,52.29166793823242
146,2000-01-27,53.79166793823242
147,2000-01-28,51.125
148,2000-01-31,53.79166793823242
149,2000-02-01,55.83333206176758
150,2000-02-02,54.91666793823242
151,2000-02-03,55.45833206176758
152,2000-02-04,54.5
153,2000-02-07,54.79166793823242
154,2000-02-08,56.70833206176758
155,2000-02-09,55.25
156,2000-02-10,55.41666793823242
157,2000-02-11,55.08333206176758
158,2000-02-14,52.70833206176758
159,2000-02-15,54.04166793823242
160,2000-02-16,53.0
161,2000-02-17,52.25
162,2000-02-18,49.83333206176758
163,2000-02-22,51.5
164,2000-02-23,51.58333206176758
165,2000-02-24,50.66666793823242
166,2000-02-25,50.58333206176758
167,2000-02-28,51.95833206176758
168,2000-02-29,53.08333206176758
169,2000-03-01,54.66666793823242
170,2000-03-02,53.70833206176758
171,2000-03-03,54.08333206176758
